Country,Latregion,Lat_mean,Long_mean,iso3Code,region,incomeLevel,wbLong,wbLat,population,landAreaSqkm,popDensity,popLargestCity,lifeExpectancy,gdpCapita,airTransport,carrierDepart,giniIndex,healthExpend,countryWB,soc_econ,huma_exem,lockdown,mov_rest,pub_health,soc_dist,CountryFree,WEBNAME,RegionFree,World Rank,Region Rank,2020 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),confirmedTotal,confirmZeroDays,confirmInfectDays,deathsTotal,deathsZeroDays,deathsInfectDays,recoveredTotal,recoveredZeroDays,recoveredInfectDays,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20
Maldives,Lower,3.2028,73.2207,MDV,South Asia,Upper middle income,73.5109,4.1742,515696,300,1718.98666666667,,78.627,10330.615614094,1147247,26789,31.3,9.02997627854347,Maldives,7,0,6,15,3,16,Maldives,Maldives,Asia-Pacific,119,27,56.5,48.5,31.7,39.2,95.8,67.9,42.9,78.7,70.6,77,61,35,30,12,0,0,20.5,32.7176666666667,0.366,7.956,6.992,6.3,21759.91,6.1,1.473,551.833191993166,61.469,1186,46,74,4,98,22,91,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Netherlands,Lower,21.40834,-53.00556,NLD,Europe & Central Asia,High income,4.89095,52.3738,17231624,33690,511.475927574948,1131690,81.7609756097561,53022.1913911959,43996044.579144,325942.296,28.5,10.1008348166943,Netherlands,4,0,0,0,6,22,Netherlands,Netherlands,Europe,14,8,77,90,73.9,90.1,51.7,45.2,94.1,80.4,60.2,82.5,86.4,90,80,1.8,52,25,38.8,42.7324320017,17.19,969.228,2.536,2.2,56383.25,3.9,1.602,69658.518160035,54.437,123,51,69,4,57,63,115,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Lower,6.877,31.307,SSD,Sub-Saharan Africa ,Low income,31.6,4.85,10975920,,,368914,57.604,1119.65133182314,,,46.3,9.76099446415901,South Sudan,0,1,0,13,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,74,46,4,114,6,4,107,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zimbabwe,Lower,-20,30,ZWE,Sub-Saharan Africa ,Lower middle income,31.0672,-17.8312,14439018,386850,37.3245909267158,1515016,61.195,2146.99638487707,282539,3444,44.3,6.63591623306274,Zimbabwe,5,0,2,1,6,8,Zimbabwe,Zimbabwe,Sub-Saharan Africa,174,45,43.1,33.7,28.3,18.9,62.3,88,36.2,39.1,43.1,62.8,70,25,10,5,51.5,25,22.1,19.9783333333333,15.263,42.547,3.448,2.6,2787.63,4.9,10.607,744.63719918,29.781,48,58,62,4,61,59,18,84,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Lower,-11.2027,17.8739,AGO,Sub-Saharan Africa ,Lower middle income,13.242,-8.81155,30809762,1246700,24.7130520574316,7774200,60.782,3432.38573600893,1516628,13978,51.3,2.79150027781725,Angola,23,0,3,27,61,21,Angola,Angola,Sub-Saharan Africa,154,35,52.2,36.9,14.3,15.1,87.3,85.7,71.9,57.7,61.1,59.6,66.2,30,40,9.4,17,30,9.22377745371825,21.8336666666667,29.25,199.319,-1.699,0.3,6814.33,7.3,19.629,-5732.491,88.087,52,58,62,3,67,53,17,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Antigua and Barbuda,Lower,17.0608,-61.7964,ATG,Latin America & Caribbean ,High income,-61.8456,17.1175,96286,440,218.831818181818,,76.885,16726.9808079479,580174.156834825,23206.966273393,,4.53353188931942,Antigua and Barbuda,6,0,7,3,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,51,69,3,76,44,19,83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,Lower,16.5388,-23.0418,CPV,Sub-Saharan Africa ,Lower middle income,-23.5087,14.9218,543767,4030,134.929776674938,,72.782,3635.40684982339,140429,1546,42.4,5.16548864543438,Cabo Verde,24,0,6,15,18,10,Cabo Verde,CaboVerde,Sub-Saharan Africa,76,5,63.6,47.5,48,46.1,77.7,71.7,66.2,58.5,55.6,83.1,68.2,80,60,10.9,50,30,6.9359431404723,30.7196666666667,0.553,4.045,4.729,3,7315.59,12.3,2.243,99.5657246208189,127.712,349,58,62,3,62,58,85,75,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Malawi,Lower,-13.254308,34.301525,MWI,Sub-Saharan Africa ,Low income,33.7703,-13.9899,18143315,94280,192.440761561307,1029639,63.798,389.398033178836,10545,2327,44.7,9.64823141694069,Malawi,17,0,2,3,16,15,Malawi,Malawi,Sub-Saharan Africa,152,34,52.8,43.1,42.1,24.8,79,71.7,23.6,41.9,62.8,69.1,75.4,50,50,4.8,30,30,17.2879238401769,30.7126666666667,19.721,23.653,3.17,3.6,1199.4,5.4,9.215,101.614932066454,61.295,71,71,49,3,76,44,27,86,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,Lower,13.1939,-59.5432,BLZ,Latin America & Caribbean ,Upper middle income,-88.7713,17.2534,383071,22810,16.7939938623411,,74.496,4884.74242133376,1297533.22307894,125681.690865347,,5.64282275736332,Belize,8,0,5,15,23,8,Belize,Belize,Americas,111,22,57.4,44.4,46.4,33.5,79.5,66.3,53.9,60.9,54.3,80.4,64.2,55,50,10.4,25,25,28.2,33.5183333333333,0.396,3.365,3.035,2.2,8500.93,9.4,0.294,119.5415,94.75,18,61,59,2,75,45,16,88,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Lower,9.3077,2.3158,BEN,Sub-Saharan Africa ,Low income,2.6323,6.4779,11485048,112760,101.853919829727,927545,61.47,1240.82946441954,899,10,47.8,3.71858216822147,Benin,4,0,0,10,13,10,Benin,Benin,Sub-Saharan Africa,133,24,55.2,41.3,36.4,29.6,69,84.2,46.6,58,53.7,84.3,49.4,60,50,17.8,45,30,13.2,22.9696666666667,11.423,27.718,6.545,5,2426.48,2.1,1.04,207.51085499801,54.645,130,54,66,2,75,45,57,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Lower,-26.5225,31.4659,SWZ,Sub-Saharan Africa ,Lower middle income,31.4659,-26.5225,1136191,17200,66.0576162790698,,59.401,4145.97411168691,,,54.6,6.93037807941437,Eswatini,13,0,3,9,13,17,Eswatini,Eswatini,Sub-Saharan Africa,131,22,55.3,49.8,42.4,37.2,72.8,62.8,17.6,58.9,67.9,75.2,88.6,50,40,0.7,33,28,29.1,35.2346666666667,1.101,12.132,0.209,1.5,11019.77,22.5,4.825,25.4175883681711,34.859,217,52,68,2,85,35,97,75,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Lower,-18.7669,46.8691,MDG,Sub-Saharan Africa ,Low income,45.7167,-20.4667,26262368,581800,45.1398556204881,3058387,66.681,527.501285041282,541290,10170,42.6,5.50203807651997,Madagascar,8,0,2,15,9,10,Madagascar,Madagascar,Sub-Saharan Africa,99,8,60.5,45.6,39.6,25,90.7,91.5,90.6,47.3,44.6,72.7,73.6,55,50,5.7,20,20,11.5,16.7976666666667,26.326,42.917,5.197,4,1630.21,1.7,7.291,349.096430509034,39.659,371,58,62,2,116,4,131,74,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Botswana,Lower,-22.3285,24.6849,BWA,Sub-Saharan Africa ,Upper middle income,25.9201,-24.6544,2254126,566730,3.97742487604327,,69.275,8258.64166574691,253417,6774,53.3,6.13456815481186,Botswana,15,0,6,9,8,28,Botswana,Botswana,Sub-Saharan Africa,40,3,69.6,60.9,45.2,46.4,87,69.1,97.5,69.3,68.2,73.6,82.8,65,70,1.1,25,22,14,32.0823333333333,2.335,41.944,4.592,2.9,17965.38,17.9,3.241,228.718178715056,12.918,25,68,52,1,69,51,17,98,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,Lower,4.5353,114.7277,BRN,East Asia & Pacific,High income,114.946,4.94199,428962,5270,81.3969639468691,,75.722,31628.3287914349,1234455,11310,,2.37320773303509,Brunei Darussalam,4,0,3,16,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,47,73,1,66,54,136,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Lower,-3.3731,29.9189,BDI,Sub-Saharan Africa ,Low income,29.3639,-3.3784,11175378,25680,435.178271028037,898968,61.247,271.752044376648,,,38.6,7.51757025718689,Burundi,0,1,0,7,6,0,Burundi,Burundi,Sub-Saharan Africa,166,41,49,24.9,26.9,22.3,73.7,85.8,13.2,55.1,67.4,70.3,68.2,50,30,5.9,35,35,13.6,21.764,11.193,8.2,0.149,-0.1,732.543,1.5,1.238,0.983747122235384,58.44,42,69,51,1,82,38,20,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,Lower,-11.6455,43.3333,COM,Sub-Saharan Africa ,Lower middle income,43.2418,-11.6986,832322,1861.00006103516,447.244477540227,,64.118,1415.26362231562,,,45.3,7.3843739926815,Comoros,3,0,0,6,4,7,Comoros,Comoros,Sub-Saharan Africa,143,28,53.7,43.1,31.7,23.8,63.6,73.6,85,47.8,60.3,81.7,59.2,45,30,10.4,30,50,15.5,29.666,0.849,1.386,2.763,2.1,1631.83,3.7,2,7.8864964490252,31.199,34,99,21,1,105,15,8,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Lower,13.4432,-15.3101,GMB,Sub-Saharan Africa ,Low income,-16.5885,13.4495,2280102,10120,225.30652173913,437161,61.735,716.118488979126,53735,625,35.9,3.2820712774992,"Gambia, The",6,0,0,4,5,4,Gambia,Gambia,Sub-Saharan Africa,123,18,56.3,43.9,43.4,39.2,74.6,85.6,25.3,53.5,67.4,63.3,64.6,65,50,12.7,35,32,17.2,21.932,2.169,6.057,6.6,3.3,2791.89,8.9,6.524,29.1466666666667,83.15,24,55,65,1,61,59,13,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,Lower,3.9193,-56.0278,SUR,Latin America & Caribbean ,Upper middle income,-55.1679,5.8232,575991,156000,3.69225,,71.57,6234.04492230646,272347,3225,,6.2297698110342,Suriname,10,0,0,14,19,20,Suriname,Suriname,Americas,163,29,49.5,45.6,19.5,36.9,70.5,74.8,10.3,48.2,71.9,76.1,69.8,40,30,7.6,38,36,14.6,28.9623333333333,0.591,8.927,2,-1,15105.32,7.6,6.939,190.233,69.604,11,52,68,1,72,48,9,77,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Lower,24.5481727272727,-43.9022454545455,GBR,Europe & Central Asia,High income,-0.126236,51.5002,66460344,241930,274.708981936924,9046485,81.3560975609756,42962.4127663553,165388610,1242985,34.8,9.63169410824776,United Kingdom,8,0,2,2,10,14,United Kingdom,UnitedKingdom,Europe,7,3,79.3,92.2,82.7,89.9,64.7,49.5,78.1,94.7,73.1,80.3,86.4,80,80,1.8,45,20,33.3,41.0292651916333,66.466,3037.787,1.398,2.1,45704.62,4,2.478,64486.779263054,86.857,24,56,64,1,93,27,23,77,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Lower,11.55,104.9167,KHM,East Asia & Pacific,Lower middle income,104.874,11.5556,16249798,176520,92.0564128710628,1952329,69.57,1510.3248705764,1411059,14387,,5.91884180903435,Cambodia,2,0,1,7,3,2,Cambodia,Cambodia,Asia-Pacific,113,25,57.3,43.1,28.1,14.8,89.4,83.9,94.8,31.2,62.5,74.8,65.4,50,50,9.8,20,20,16.2,23.188,16.253,70.452,7.251,7.1,4334.75,1.1,1.302,3102.579,29.361,122,5,115,0,120,0,122,21,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Lower,6.6111,20.9394,CAF,Sub-Saharan Africa ,Low income,21.6407,5.63056,4666377,622980,7.49041221227006,850946,52.805,475.721250544318,,,,5.82177564501762,Central African Republic,1,0,0,8,7,7,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,159,36,50.7,38.1,31.7,24.3,65.5,93.5,95.3,24.3,40.4,73.3,47.2,45,30,16.4,50,30,6.9359431404723,14.7493333333333,5.081,3.617,4.341,3.8,711.896,6.5,3,17.9947438432918,48.536,418,53,67,0,120,0,18,82,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,Lower,15.415,-61.371,DMA,Latin America & Caribbean ,Upper middle income,-61.39,15.2976,71625,750,95.5,,,7691.34509727878,,,,5.87688907980919,Dominica,11,0,3,8,29,3,Dominica,Dominica,Americas,97,20,60.8,59.8,62.6,51.2,70.5,16,86.2,70.4,60.7,83.5,68.4,70,30,8.3,35,30,28.7,52.921,0.071,0.699,-11.966,-2.8,9886.08,0,1.359,-37.1781481481482,83.146,16,60,60,0,120,0,16,75,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Lower,15.1794,39.7823,ERI,Sub-Saharan Africa ,Low income,38.9183,15.3315,3213972,101000,31.8215049504951,694486,65.941,811.376028602108,102729,919,,2.87002343684435,Eritrea,3,0,2,6,6,8,Eritrea,Eritrea,Sub-Saharan Africa,177,47,38.5,32.5,14.3,21.4,81.4,74.7,0,18.2,69.7,61,69.2,0,20,5.4,30,30,8,29.0593333333333,6.047,10.017,4.192,3.3,1656.53,6.5,9,61.015,129.416,39,59,61,0,120,0,39,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,Lower,-17.7134,178.065,FJI,East Asia & Pacific,Upper middle income,178.399,-18.1149,883483,18270,48.3570333880679,,67.341,6266.96796528074,1670216,24134,36.7,3.50074470043182,Fiji,6,0,10,21,28,16,Fiji,Fiji,Asia-Pacific,77,15,63.4,69.9,42.6,45.6,80.5,68.9,84.2,62.6,76.2,72.5,52.8,55,50,16.1,29,20,26.6,32.2066666666667,0.89,9.106,3.2,3.3,10233.64,4.2,4.08,344.067682932672,49.672,18,57,63,0,120,0,15,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Lower,12.1165,-61.679,GRD,Latin America & Caribbean ,Upper middle income,-61.7449,12.0653,111454,340,327.805882352941,,72.384,10640.496760331,,,,4.7571174800396,Grenada,11,0,1,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,60,60,0,120,0,17,86,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Lower,-29.609988,28.233608,LSO,Sub-Saharan Africa ,Lower middle income,27.7167,-29.5208,2108132,30360,69.437812911726,,53.705,1299.15312598733,,,44.9,8.76315832138062,Lesotho,3,0,3,2,7,12,Lesotho,Lesotho,Sub-Saharan Africa,138,26,54.5,45.2,47,29.6,73,34.4,60.3,52.8,58.8,75.7,82.2,55,40,1.4,35,25,29.1083782801495,46.7526666666667,2.034,6.906,1.474,1.7,3394.49,23.6,5.2,39.3296231150276,38.982,1,112,8,0,120,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
